trading_name,x_coordinate,y_coordinate,block_id,clue_small_area,property_id,type
Luncheonette Cafe ,144.9311131,-37.79436218,2546,Kensington,615281,restaurant
Flaming Chilli,144.947217,-37.81817241,1103,Docklands,599505,restaurant
Kasskass,144.9579912,-37.81995155,12,Melbourne (CBD),103996,restaurant
Rosslyn Pizzeria,144.9524041,-37.80751845,432,West Melbourne (Residential),108441,restaurant
Toby's Estate Coffee,144.963491,-37.81775826,14,Melbourne (CBD),103948,restaurant
French Quarter Patisserie,144.9484758,-37.80271264,346,North Melbourne,107986,restaurant
Caboose Canteen,144.9674304,-37.81584777,26,Melbourne (CBD),109418,restaurant
Ootoro,144.920988,-37.82600955,786,Port Melbourne,602733,restaurant
Nelayan,144.9646021,-37.81201046,65,Melbourne (CBD),109297,restaurant
Mamma's Boy,144.9731836,-37.81260039,38,Melbourne (CBD),108982,restaurant
Pappa Roti Melbounre Cbd / Dotcom Internet Cafe ,144.9612081,-37.81067436,84,Melbourne (CBD),103214,restaurant
Hophaus,144.9662623,-37.82066923,753,Southbank,110606,restaurant
Alexandra Club,144.9711718,-37.81439771,27,Melbourne (CBD),102065,restaurant
Tokyo Sushi Kitchen,144.9770428,-37.83774553,720,Melbourne (Remainder),108627,restaurant
Coffee Logic,144.9566688,-37.81651427,42,Melbourne (CBD),101158,restaurant
Arkibar Cucina,144.9662961,-37.83070462,746,Southbank,110439,restaurant
Black Cod,144.9451224,-37.81888389,1108,Docklands,573414,restaurant
Claypots Barbarossa,144.9606809,-37.81303978,64,Melbourne (CBD),105707,restaurant
Sandrock,144.9501914,-37.79382016,931,Parkville,103908,restaurant
Nashi,144.9573923,-37.81531863,52,Melbourne (CBD),612820,restaurant
I Love Istanbul,144.9659498,-37.80467681,254,Carlton,106083,restaurant
Markov,144.9692712,-37.79771074,216,Carlton,102714,restaurant
Nando's,144.9609004,-37.81365679,64,Melbourne (CBD),105868,restaurant
Nando's,144.9378299,-37.81315031,1110,Docklands,620313,restaurant
Street Kitchen Co,144.9458305,-37.821044,1108,Docklands,613252,restaurant
Common Ground Coffee,144.9539596,-37.80587196,434,West Melbourne (Residential),109698,restaurant
The Deck,144.9662623,-37.82066923,753,Southbank,110606,restaurant
Mabrown Curry House,144.9701092,-37.81281453,47,Melbourne (CBD),602997,restaurant
Wild Timor Coffee Carlton Pty Ltd,144.9652584,-37.7987209,205,Carlton,512713,restaurant
Romeo Takeaway Cafe,144.9572395,-37.80745984,113,Melbourne (CBD),110679,restaurant
KereKere Green,144.9804557,-37.81296163,619,East Melbourne,659720,restaurant
Refs Cafe,144.9484238,-37.79508314,353,North Melbourne,103842,restaurant
Taxi Kitchen,144.9699175,-37.81784465,6,Melbourne (CBD),578324,restaurant
China Style ,144.9636423,-37.8006201,243,Carlton,109330,restaurant
Cafe Insieme,144.9643486,-37.81473293,45,Melbourne (CBD),105961,restaurant
Ample Cafe Bar,144.9536961,-37.80409478,356,North Melbourne,105025,restaurant
Platinum Cafe,144.9430243,-37.7985945,317,North Melbourne,106337,restaurant
Madam Brussels ,144.9715659,-37.81212537,48,Melbourne (CBD),101113,restaurant
T-Square Club Cafe,144.9625116,-37.80619487,264,Carlton,619111,restaurant
Fatayer Cafe,144.9690954,-37.79465838,212,Carlton,106871,restaurant
Power Cafe,144.9548146,-37.81601898,51,Melbourne (CBD),101170,restaurant
The Common,144.9567557,-37.81550891,52,Melbourne (CBD),101173,restaurant
CBD Bakery,144.9594641,-37.81506553,53,Melbourne (CBD),101179,restaurant
Pellaroma Cafe Bar ,144.962643,-37.82221927,802,Southbank,575821,restaurant
Dee Casa,144.9635826,-37.82348388,811,Southbank,110362,restaurant
Ghans House,144.9672175,-37.80175883,247,Carlton,106234,restaurant
China Chilli,144.9668768,-37.81259409,56,Melbourne (CBD),101202,restaurant
Sakura Sushi Bar,144.9378299,-37.81315031,1110,Docklands,620308,restaurant
Roll'D RMIT,144.9626932,-37.80826292,105,Melbourne (CBD),109318,restaurant
Cafe Cavallino,144.9664967,-37.80144374,246,Carlton,106105,restaurant
Bread Kingdom,144.9614561,-37.81220274,74,Melbourne (CBD),105742,restaurant
The Deck Cafe On St Kilda Road,144.978556,-37.8418809,760,Melbourne (Remainder),108638,restaurant
Sensory Lab,144.9648958,-37.81436987,45,Melbourne (CBD),101141,restaurant
Primary Cafe,144.9586811,-37.78398214,904,Parkville,108506,restaurant
Olivino @ Urban Workshop ,144.9707325,-37.8091842,78,Melbourne (CBD),603923,restaurant
Belgian Beer Cafe Melbourne,144.9645668,-37.82166549,801,Southbank,559161,restaurant
Max Bar & Restaurant,144.9612623,-37.81339488,64,Melbourne (CBD),104669,restaurant
Cowboy Cafe,144.962154,-37.82167834,802,Southbank,575820,restaurant
Salonica Gyros Bar,144.9669104,-37.79905377,206,Carlton,106137,restaurant
Tataki Noodles & Dumplings,144.9451224,-37.81888389,1108,Docklands,573414,restaurant
Blondie Bar,144.9677949,-37.82420378,739,Southbank,620270,restaurant
Agraba,144.9492052,-37.803603,345,North Melbourne,103413,restaurant
Saluministi,144.9486384,-37.80374164,345,North Melbourne,100592,restaurant
Perk Up Cafe Burger Bar,144.9545688,-37.81861166,31,Melbourne (CBD),102111,restaurant
B & B' Guette Cafe,144.9687626,-37.80879339,87,Melbourne (CBD),103612,restaurant
Schnitz,144.951187,-37.81501701,1101,Docklands,110843,restaurant
Long Chim,144.9586604,-37.82312164,803,Southbank,111175,restaurant
ABC Cafe,144.958212,-37.81022045,93,Melbourne (CBD),108083,restaurant
Young & Jacksons,144.967023,-37.817356,15,Melbourne (CBD),109257,restaurant
Thailander,144.9629844,-37.81570426,34,Melbourne (CBD),110669,restaurant
Bamboo Garden,144.9155212,-37.78257294,571,Kensington,602256,restaurant
Aix Cafe Creperie Salon,144.9655966,-37.8166033,25,Melbourne (CBD),101789,restaurant
Easy Cafe,144.9667375,-37.81291317,56,Melbourne (CBD),101201,restaurant
Hophaus,144.9662623,-37.82066923,753,Southbank,110606,restaurant
Crazy Wing,144.9675488,-37.81229698,56,Melbourne (CBD),529298,restaurant
Sake Jr,144.9578132,-37.81636534,42,Melbourne (CBD),101156,restaurant
Sori Cafe,144.9299293,-37.79360999,2524,Kensington,616045,restaurant
Great Western Hotel,144.9554836,-37.81521196,62,Melbourne (CBD),105384,restaurant
Pei Modern,144.9726281,-37.81430616,28,Melbourne (CBD),102061,restaurant
Kantina Kartel,144.9574732,-37.81753383,32,Melbourne (CBD),102117,restaurant
Teresa's Cafe,144.9223483,-37.81121063,1007,West Melbourne (Industrial),102187,restaurant
House Of Cards Espresso,144.9612468,-37.79739836,270,Parkville,664632,restaurant
Queen Street Rescue,144.9599687,-37.81428585,53,Melbourne (CBD),108074,restaurant
8 Bit,144.9648395,-37.8125239,65,Melbourne (CBD),109289,restaurant
Han Guuk Guan Korean Restaurant,144.9679821,-37.8075865,97,Melbourne (CBD),109677,restaurant
Holiday Inn On Flinders Melbourne,144.9551524,-37.82020482,11,Melbourne (CBD),108971,restaurant
Charlie Lovett,144.9503336,-37.82409303,804,Southbank,110988,restaurant
Oli & Levi Espresso,144.959442,-37.81730302,33,Melbourne (CBD),102123,restaurant
ES Teler 77,144.9638386,-37.81245199,65,Melbourne (CBD),105698,restaurant
Breslin Bar And Grill,144.9628914,-37.8210403,801,Southbank,110335,restaurant
Roule Galette,144.9663028,-37.81685974,15,Melbourne (CBD),103940,restaurant
Thailander,144.9629844,-37.81570426,34,Melbourne (CBD),110669,restaurant
Saporito Cafe Bar & Grill,144.9662582,-37.82261378,812,Southbank,110415,restaurant
Macchiato,144.9773405,-37.81154319,651,East Melbourne,565541,restaurant
Etto St James,144.9578132,-37.81636534,42,Melbourne (CBD),101156,restaurant
Southbank Noodle Box,144.9651132,-37.8225552,812,Southbank,110361,restaurant
Northeast China Family,144.9638971,-37.81719967,24,Melbourne (CBD),110765,restaurant
Speck Cafe,144.9597543,-37.81355361,63,Melbourne (CBD),108079,restaurant
Empire Steak,144.9716953,-37.81309819,38,Melbourne (CBD),105913,restaurant
Laneway Cafe,144.9586012,-37.81946849,12,Melbourne (CBD),103998,restaurant
Rosetta,144.9586604,-37.82312164,803,Southbank,111175,restaurant
Bamboo Village BBQ,144.967115,-37.81129519,66,Melbourne (CBD),659716,restaurant
Il Nostro Posto,144.961215,-37.81328955,64,Melbourne (CBD),104668,restaurant
Cafe Giraffe,144.960506,-37.81151662,84,Melbourne (CBD),106042,restaurant
L'Incontro,144.9662921,-37.81430553,46,Melbourne (CBD),109415,restaurant
QB's Cafe,144.9599256,-37.80440558,262,Carlton,107875,restaurant
Squisito Bar,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Papa Guiseppe Pizza & Pasta,144.9465069,-37.798728,327,North Melbourne,100112,restaurant
Pilgrim,144.9689349,-37.81865919,6,Melbourne (CBD),110655,restaurant
Edwin's Cafe,144.9823854,-37.82487806,660,Melbourne (Remainder),597955,restaurant
Oli & Levi,144.9629442,-37.81491502,44,Melbourne (CBD),597186,restaurant
Little Chef,144.9571621,-37.81071591,93,Melbourne (CBD),573454,restaurant
D.D. Panda,144.9487135,-37.80474738,345,North Melbourne,570824,restaurant
Riverland Bar,144.9689349,-37.81865919,6,Melbourne (CBD),110655,restaurant
Dare 1,144.9602803,-37.81158232,84,Melbourne (CBD),110968,restaurant
State Netball & Hockey Centre Cafe,144.947632,-37.78541878,931,Parkville,107427,restaurant
Lakmi Ceylon,144.956774,-37.81695942,42,Melbourne (CBD),105949,restaurant
Woodside Green,144.9644461,-37.80486182,265,Carlton,101592,restaurant
Kinfolk Cafe,144.9541004,-37.81721781,41,Melbourne (CBD),101165,restaurant
Don Too,144.9596748,-37.81181165,84,Melbourne (CBD),108093,restaurant
Isabella ,144.9550404,-37.79885182,920,Parkville,618951,restaurant
Tengu Sushi,144.9603969,-37.81629333,33,Melbourne (CBD),105935,restaurant
Crintis Southbank,144.962154,-37.82167834,802,Southbank,575820,restaurant
Fawkner Park Tennis Centre,144.9800012,-37.83804253,866,South Yarra,110944,restaurant
Henrietta's Chicken Shop,144.9627888,-37.81722704,24,Melbourne (CBD),102091,restaurant
Pho Nom,144.9557275,-37.81902044,21,Melbourne (CBD),579252,restaurant
Yo-Chi,144.9680207,-37.79844782,217,Carlton,103704,restaurant
Chillipadi Mamak,144.9378299,-37.81315031,1110,Docklands,620313,restaurant
Mr Griffiths Alibis and Libations,144.9286331,-37.79404162,2523,Kensington,614830,restaurant
The Graduate Union of the University of Melbourne,144.961518,-37.80117842,242,Carlton,101255,restaurant
Vacant,144.942139,-37.81434525,1109,Docklands,560004,restaurant
Cafe Shots Espresso Bar,144.9722399,-37.81514512,18,Melbourne (CBD),103919,restaurant
Trampoline,144.9662623,-37.82066923,753,Southbank,110606,restaurant
Taketori Fusion Japanese,144.9547419,-37.81488684,61,Melbourne (CBD),105313,restaurant
Errol's Cafe,144.9490835,-37.80345572,345,North Melbourne,103415,restaurant
The Potter Espresso Bar,144.9612468,-37.79739836,270,Parkville,620791,restaurant
Arkibar Cucina,144.9662961,-37.83070462,746,Southbank,110439,restaurant
Gyoza Douraku,144.9689721,-37.81280567,47,Melbourne (CBD),101121,restaurant
De Mad Hatter,144.9494345,-37.82089145,1105,Docklands,628714,restaurant
The Apartment Restaurant Club Lounge,144.9610348,-37.81403196,54,Melbourne (CBD),105852,restaurant
B3 Cafe,144.957712,-37.81937993,12,Melbourne (CBD),103956,restaurant
Kirk's Wine Bar,144.9613283,-37.81354346,64,Melbourne (CBD),105870,restaurant
Papparich,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Zhong Xing Asian Food & Sushi Noodle Bar,144.9490414,-37.80386264,345,North Melbourne,103408,restaurant
Ta-Ta House,144.9675307,-37.81225906,56,Melbourne (CBD),108541,restaurant
Cafe Promenade,144.9775355,-37.83909862,759,Melbourne (Remainder),108631,restaurant
Vanilla Bean,144.9688949,-37.80907468,87,Melbourne (CBD),103609,restaurant
I Love Dumplings,144.9599969,-37.80914342,104,Melbourne (CBD),100167,restaurant
The Pancake Parlour,144.9652357,-37.8142367,45,Melbourne (CBD),101140,restaurant
The Coffee Commission ,144.9707087,-37.81358646,37,Melbourne (CBD),102161,restaurant
San Paolo Solarino,144.9653693,-37.81490375,35,Melbourne (CBD),105922,restaurant
Grill'd Healthy Burgers,144.9675264,-37.79887015,218,Carlton,106197,restaurant
Stassi Cafe,144.9592377,-37.81024912,94,Melbourne (CBD),108089,restaurant
Nori Nori,144.9624392,-37.81585501,34,Melbourne (CBD),105930,restaurant
Treviso,144.9606423,-37.81669009,33,Melbourne (CBD),100731,restaurant
Sea on Quay,144.9525486,-37.82290352,1112,Docklands,103980,restaurant
Il Dolce Freddo,144.9666993,-37.80443778,252,Carlton,574430,restaurant
Shuji Sushi,144.9707325,-37.8091842,78,Melbourne (CBD),603923,restaurant
Touche Hombre,144.9655481,-37.81158031,66,Melbourne (CBD),105694,restaurant
Virgin Active Health Club,144.9688573,-37.81199769,57,Melbourne (CBD),101213,restaurant
Cafe Ecco,144.973619,-37.80849653,644,East Melbourne,106981,restaurant
The Hof Downtown,144.9489519,-37.81914692,1105,Docklands,609487,restaurant
The Firm Espresso Bar,144.9583529,-37.8130525,73,Melbourne (CBD),559301,restaurant
Sea Saltfish & Sushi Bar,144.9676347,-37.79832944,217,Carlton,106196,restaurant
Downstaris Bistro & Lounge ,144.9661569,-37.82967464,744,Southbank,110618,restaurant
Commodity Cafe ,144.977677,-37.83949217,759,Melbourne (Remainder),108632,restaurant
Chuckle Deli,144.9640121,-37.81488174,45,Melbourne (CBD),105960,restaurant
Vue De Monde,144.957551,-37.8186626,22,Melbourne (CBD),102104,restaurant
Espresso Hub,144.9530968,-37.81969578,1101,Docklands,110845,restaurant
Mad Duck Cafe,144.9435506,-37.82438863,773,Docklands,579362,restaurant
In a Rush,144.9793624,-37.8441033,760,Melbourne (Remainder),108644,restaurant
The Moat Bar & Cafe,144.965306,-37.80976881,86,Melbourne (CBD),109388,restaurant
Cafe Lavita On William ,144.9582309,-37.81492637,53,Melbourne (CBD),110145,restaurant
Crisp Creative Salad,144.9701092,-37.81281453,47,Melbourne (CBD),625840,restaurant
Roller Door Cafe,144.9421307,-37.80592001,409,West Melbourne (Residential),100440,restaurant
Lygon Charcoal Grill & Steakhouse,144.9666993,-37.80443778,252,Carlton,111062,restaurant
Pellegrinis Espresso Bar,144.9711634,-37.81165009,58,Melbourne (CBD),101229,restaurant
Sargon,144.9727083,-37.81342593,38,Melbourne (CBD),102168,restaurant
L'Incontro,144.9662921,-37.81430553,46,Melbourne (CBD),109415,restaurant
Babbo,144.9707325,-37.8091842,78,Melbourne (CBD),603923,restaurant
The Coffee Club Waterfront City,144.9378299,-37.81315031,1110,Docklands,620314,restaurant
Jamps Cafe,144.9536422,-37.82253633,131,Docklands,103978,restaurant
Schnitz,144.9583432,-37.82559096,806,Southbank,110343,restaurant
Shanghai Master Dumpling,144.95526,-37.81608475,51,Melbourne (CBD),105300,restaurant
Lua Bakery,144.9564217,-37.81365662,72,Melbourne (CBD),105727,restaurant
Laneway Cafe,144.9586012,-37.81946849,12,Melbourne (CBD),103998,restaurant
Story so Far,144.9702153,-37.82981139,748,Southbank,110433,restaurant
Baretto Cafe,144.9592807,-37.80023307,240,Carlton,104466,restaurant
Rare Steakhouse,144.9716953,-37.81309819,38,Melbourne (CBD),105913,restaurant
Southern Asian Cuisine,144.9523393,-37.81815358,1101,Docklands,108973,restaurant
Bolte Cafe,144.9309535,-37.82210926,774,Port Melbourne,600431,restaurant
Soho Restaurant & Bar,144.9633758,-37.82092509,801,Southbank,110326,restaurant
A25,144.9606809,-37.81303978,64,Melbourne (CBD),105707,restaurant
Sushi Sushi,144.9662156,-37.8141284,46,Melbourne (CBD),109412,restaurant
Taco Bill Mexican Restaurant,144.9684168,-37.81298798,47,Melbourne (CBD),101126,restaurant
Thaiger,144.9645323,-37.81445406,45,Melbourne (CBD),101142,restaurant
Snack Delight,144.9644466,-37.81771534,14,Melbourne (CBD),103168,restaurant
Mediterranean Deli,144.9707087,-37.81358646,37,Melbourne (CBD),102161,restaurant
30ml Coffee,144.9657774,-37.81507697,35,Melbourne (CBD),109268,restaurant
Zhong Xing Asian Food & Sushi Noodle Bar,144.9490414,-37.80386264,345,North Melbourne,103408,restaurant
Cafe Cavallino,144.9664496,-37.80128848,246,Carlton,106106,restaurant
Waterside Hotel,144.9571505,-37.820166,11,Melbourne (CBD),103993,restaurant
BBQ Brothers 10,144.9581233,-37.80460732,362,North Melbourne,103244,restaurant
Curry Bowl,144.9694513,-37.81037184,67,Melbourne (CBD),103606,restaurant
Healthy Habits,144.9378299,-37.81315031,1110,Docklands,620314,restaurant
Bacash,144.9819451,-37.83430009,861,South Yarra,102504,restaurant
Little Cupcakes ,144.9659973,-37.81752037,15,Melbourne (CBD),104011,restaurant
Cowboy Cafe,144.962154,-37.82167834,802,Southbank,575820,restaurant
The Big Mama,144.96333,-37.8060084,265,Carlton,109384,restaurant
Nieuw Amsterdam,144.9606805,-37.81213605,74,Melbourne (CBD),104662,restaurant
The Quiet Man Irishman  Pub,144.9323559,-37.78860982,2530,Kensington,616160,restaurant
Gelatissimo Carlton,144.9666499,-37.8010174,246,Carlton,106111,restaurant
#Coffee,144.964041,-37.81805379,14,Melbourne (CBD),104007,restaurant
Hochi Mama Kitchen,144.9713242,-37.81131159,58,Melbourne (CBD),105656,restaurant
Fruits of Passion,144.9299933,-37.79392952,2524,Kensington,616034,restaurant
Marche Board Game Cafe,144.961749,-37.80919305,95,Melbourne (CBD),500333,restaurant
Crown Plaza,144.9549939,-37.8226581,131,Docklands,108844,restaurant
Coopers Inn,144.9699756,-37.80941489,78,Melbourne (CBD),103618,restaurant
Hudsons Coffee Melbourne Private,144.9559628,-37.79854141,920,Parkville,104437,restaurant
Pie Face,144.959964,-37.81269018,74,Melbourne (CBD),108103,restaurant
Mezzo ,144.97183,-37.8109435,58,Melbourne (CBD),105827,restaurant
Brioche By Philip ,144.9609288,-37.81625601,33,Melbourne (CBD),108066,restaurant
Shuji Sushi,144.9798191,-37.8455379,724,Melbourne (Remainder),108646,restaurant
Bistro Vue,144.9601101,-37.81596878,43,Melbourne (CBD),105953,restaurant
Blue Bag,144.9715746,-37.81501535,27,Melbourne (CBD),103968,restaurant
Pastuso,144.9711544,-37.81600001,17,Melbourne (CBD),104026,restaurant
Shakahari Vegetarian Restaurant,144.967803,-37.79900338,218,Carlton,103689,restaurant
Lab 39,144.9612468,-37.79739836,270,Parkville,664626,restaurant
French Fix,144.9597543,-37.81355361,63,Melbourne (CBD),108079,restaurant
Avo Pizza,144.9422008,-37.8198287,1108,Docklands,623574,restaurant
Rumour Restaurant Bar & Lounge,144.9618918,-37.82382188,808,Southbank,110385,restaurant
Ultimate Coffee Bar,144.9682099,-37.79746832,217,Carlton,103107,restaurant
The Coffee Club Waterfront City,144.9378299,-37.81315031,1110,Docklands,620314,restaurant
Henry & The Fox,144.9574732,-37.81753383,32,Melbourne (CBD),102117,restaurant
Tina's Noodle Kitchen,144.9648043,-37.81244693,65,Melbourne (CBD),109290,restaurant
The European,144.9724291,-37.8109513,58,Melbourne (CBD),108986,restaurant
Sushi Land,144.9707498,-37.81492031,27,Melbourne (CBD),102067,restaurant
International Diethnes Cakes,144.9668486,-37.81118708,66,Melbourne (CBD),105684,restaurant
The J Walk Cafe,144.967574,-37.81012652,77,Melbourne (CBD),105752,restaurant
Shuji Sushi,144.9684259,-37.80864972,87,Melbourne (CBD),105439,restaurant
Touche Hombre,144.9655481,-37.81158031,66,Melbourne (CBD),105694,restaurant
Dosirock,144.9548222,-37.81349786,72,Melbourne (CBD),105375,restaurant
Om Vegetarian,144.9657774,-37.81507697,35,Melbourne (CBD),109268,restaurant
Troika Bar ,144.96859,-37.8091536,87,Melbourne (CBD),106057,restaurant
Princes Park Bowling Club,144.9613973,-37.78509079,274,Carlton,107698,restaurant
Aerial Events,144.9523782,-37.82539976,804,Southbank,110542,restaurant
